prof_id,firstName,lastName,class,num_ratings,avg_quality,avg_difficulty,attendance_mandatory,is_online,would_take_again_pct
VGVhY2hlci0yODkxNjg3,Yue,Wang,INLS509,4,5,2,True,False,100.0
VGVhY2hlci0yOTY5MzU0,John,Thorp,IDST-89,4,5,1,True,False,100.0
VGVhY2hlci0zMTQ1NDIz,Emily,Feldvoss,GERM101,3,3.667,2.667,True,False,100.0
VGVhY2hlci0zMDk0OTY1,Alexis,Gillmore,Appl110,2,3,3,True,False,100.0
VGVhY2hlci0zMTQ4Mzcx,Zachary ,Fisher,PSYC-559,1,5,2,False,False,100.0
VGVhY2hlci0zMTQ4Mzcx,Zachary ,Fisher,559,1,5,2,False,False,100.0
VGVhY2hlci0zMDMxNjQ4,Parul,Johri,biol454,1,5,2,False,False,100.0
VGVhY2hlci0zMTQ4NTc3,Mike,Sundheim,MEJO466,1,4,2,True,False,
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-390,2,4,2.5,True,False,100.0
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-120,54,2.648,3.296,True,False,100.0
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-455,2,2.5,2.5,True,False,100.0
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-155,41,4.512,2.39,True,False,100.0
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-113,6,3.667,3.167,True,False,100.0
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-320,1,1,2,True,False,
VGVhY2hlci0yODEyNTEz,Oluremi,Abayomi,STOR-151,7,5,2.429,True,False,100.0
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,EMES101,22,3.409,3.318,True,False,100.0
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,EMES105,1,1,2,True,False,
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,IDST114,10,1.9,3.8,True,False,100.0
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,GEOL101,53,2.887,3.302,True,False,56.82
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,GEO101,9,2.222,3.667,True,False,57.14
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,ENEC202,2,2.5,4,False,False,100.0
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,GEOL101005,1,5,3,True,False,100.0
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,GEOL105,7,2.714,3.429,True,False,
VGVhY2hlci0yMDA5MTAz,Michelle,Haskin,GEOL110,1,3,3,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI63,13,4.615,2.692,True,False,100.0
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI106,31,4.032,2.774,True,False,85.0
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI110,43,3.372,3.791,True,False,54.05
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI512,1,4,5,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,BIBLICALARCH,1,5,1,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI24,4,4.25,3.25,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI2428,1,5,4,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,SEVERAL,1,5,3,False,False,
VGVhY2hlci0xMTM1Mzc=,Jodi,Magness,RELI28,1,5,2,False,False,
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,NSCI225,37,4.838,2.459,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,NSCI490,4,5,1.25,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSYC230,32,4.969,2.312,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,NSCI222,8,4.875,2.375,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSYC330,3,5,2.333,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,NSCI225NSCI225,1,5,2,False,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSYCH230,1,5,3,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSYC225,4,4,3,True,False,75.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSYC222,1,5,1,True,False,100.0
VGVhY2hlci0xNzYzNTAz,Vicki,Chanon,PSY225,1,4,4,False,False,100.0
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGL120,41,4.317,3.61,True,False,90.0
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGL226,2,5,4,True,False,100.0
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGL230,13,4.692,3.846,True,False,91.67
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENLG230,1,5,3,False,False,100.0
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGL228,3,4.333,3.333,True,False,0.0
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGLENGL,1,5,3,False,False,
VGVhY2hlci0yMjM1OTI1,Reid,Barbour,ENGL160,1,5,5,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENG105,14,1.857,3,True,False,66.67
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL101,3,1.667,3.333,True,False,100.0
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL265,9,3.778,2.333,True,False,88.89
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL105,19,2.684,2.789,True,False,50.0
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL155,4,4,3,True,True,100.0
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,CMPL155,1,5,2,False,False,100.0
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL129,2,3,3.5,True,False,50.0
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGLISH105,1,2,4,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL124,1,4,1,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL102,1,2,4,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,MULT101,1,1,5,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENG2163,1,3,2,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENG101,1,5,2,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENG023,1,5,2,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENG11,1,2,4,False,False,
VGVhY2hlci0yNTgwMTQ=,Elyse,Crystall,ENGL023,1,4,2,False,False,
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL105,19,4.579,2.632,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL155,8,5,2.125,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL105I,21,3.857,2.905,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL318,5,5,2,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL128,1,5,2,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL140,1,5,2,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL347,1,5,3,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENG347,1,5,2,True,False,100.0
VGVhY2hlci0xNzY2NTY3,Ben,Bolling,ENGL129,3,4.667,2.333,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL105I,21,5,2.857,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL105,5,3.8,2.8,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGH105I,13,4.846,3.077,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL121,7,4.857,2.857,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL161,2,5,2,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL127,7,4.857,3.143,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL89,1,5,3,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGL89PHIL89,1,5,3,True,False,100.0
VGVhY2hlci0xNzM3NTgw,Hilary,Lithgow,ENGLPHIL89,2,5,2.5,True,False,100.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH67,4,5,2.25,True,False,100.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH101,34,3.059,3.059,True,False,80.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH625,1,2,3,True,False,0.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH89,5,4.8,2.2,True,False,100.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANT101,3,4,1.667,False,False,100.0
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH10,6,2.667,2.5,False,False,
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH010,1,2,3,False,False,
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTHROPOLO,1,2,2,False,False,
VGVhY2hlci0yNjgyMzc=,Charles,Price,ANTH,1,3,2,False,False,
VGVhY2hlci0yNDY3NTk3,Patricia,Sullivan,PLCY110,43,3.767,3.14,True,False,93.94
VGVhY2hlci0yNDY3NTk3,Patricia,Sullivan,PLCY430,2,2.5,4,True,False,100.0
VGVhY2hlci0yNDY3NTk3,Patricia,Sullivan,PWAD250,4,2.25,4,True,False,25.0
VGVhY2hlci0yNDY3NTk3,Patricia,Sullivan,PLCY110H,1,3,3,True,False,0.0
VGVhY2hlci0yNDY3NTk3,Patricia,Sullivan,PWAD350,1,2,3,True,False,0.0
VGVhY2hlci0zMjE3NzY=,Lois,Boynton,MEJO141,24,4.5,3.125,True,False,95.45
VGVhY2hlci0zMjE3NzY=,Lois,Boynton,MEJO531,5,4.8,3.2,True,False,100.0
VGVhY2hlci0zMjE3NzY=,Lois,Boynton,JOMC141,6,4.833,2.667,True,False,100.0
VGVhY2hlci0zMjE3NzY=,Lois,Boynton,JOMC232,2,5,2.5,True,False,
VGVhY2hlci0zMjE3NzY=,Lois,Boynton,JOMC101,7,3.286,1.857,True,False,
