prof_id,Instructor_Name,Subject,Catalog Number,num_ratings,avg_quality,avg_difficulty,attendance_mandatory,is_online,would_take_again_pct
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,222,2,4.5,2.5,True,False,100.0
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,163,9,5.0,2.667,True,False,100.0
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,421,1,5.0,4.0,True,True,100.0
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,63,1,4.0,4.0,True,True,0.0
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,244,1,2.0,4.0,False,True,0.0
VGVhY2hlci0yMTY2MDM2,Randall Styers,RELI,122,2,4.0,3.0,False,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,131,14,4.143,2.786,True,False,91.67
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,407,2,5.0,4.0,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,207,2,4.5,3.0,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,308,2,4.0,1.0,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,133,2,5.0,2.0,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,351,3,3.667,3.333,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,384,4,4.75,3.75,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,307,1,5.0,3.0,True,False,100.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,136,7,2.571,3.714,True,False,28.57
VGVhY2hlci0xMzIzOTAx,Ross White,ENG,136,1,2.0,3.0,True,False,0.0
VGVhY2hlci0xMzIzOTAx,Ross White,ENGL,490,1,5.0,3.0,False,False,100.0
VGVhY2hlci0zMDA0MTMx,Tab Combs,PLAN,655,1,5.0,3.0,True,False,100.0
VGVhY2hlci0zMDA0MTMx,Tab Combs,PLAN-,246,13,1.846,4.0,True,False,100.0
VGVhY2hlci0yODkxMzk0,Jacob Conley,SOCI-,250,9,4.333,1.889,True,False,100.0
VGVhY2hlci0yODkxMzk0,Jacob Conley,SOCI-,420,3,5.0,3.0,True,False,100.0
VGVhY2hlci0yODkxMzk0,Jacob Conley,SOCI-,411,2,5.0,2.5,True,False,100.0
VGVhY2hlci0yODU2NTEw,Brandi  Brimmer,AAAD,231,3,2.0,3.0,True,False,100.0
VGVhY2hlci0yODU2NTEw,Brandi  Brimmer,AAAD,385,1,5.0,4.0,True,False,100.0
VGVhY2hlci0yODU2NTEw,Brandi  Brimmer,AAAD,89,1,1.0,4.0,True,False,
VGVhY2hlci0yNzUxMzMz,Monica Lopez Vazquez,SPAN,105,3,5.0,1.667,True,False,100.0
VGVhY2hlci0yNzUxMzMz,Monica Lopez Vazquez,SPAN,300,1,5.0,3.0,True,False,100.0
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,398,2,4.0,3.0,True,False,100.0
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,140,52,2.75,3.25,True,False,48.57
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,291,1,5.0,2.0,True,False,100.0
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,256,2,4.5,4.0,True,False,100.0
VGVhY2hlci01NjQwNjM=,Donald Reid,,,2,3.5,2.5,True,False,100.0
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,89,3,3.667,2.667,True,False,66.67
VGVhY2hlci01NjQwNjM=,Donald Reid,WORLDSINCE,45,2,3.0,3.0,False,False,
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,18,3,2.667,3.0,False,False,
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,19,1,2.0,3.0,False,False,
VGVhY2hlci01NjQwNjM=,Donald Reid,HIST,018,1,1.0,4.0,False,False,
VGVhY2hlci0yOTI3MTUz,Adrian Drummond-Cole,GEOG,130,9,5.0,1.778,True,False,100.0
VGVhY2hlci0yOTI3MTUz,Adrian Drummond-Cole,GEOG,121,22,4.727,1.545,True,False,100.0
VGVhY2hlci0yOTI3MTUz,Adrian Drummond-Cole,GEOG,232,3,5.0,1.667,True,False,100.0
VGVhY2hlci0yMzU2NDE2,Eunji Lee,KOR,101,20,4.85,2.85,True,False,100.0
VGVhY2hlci0yMzU2NDE2,Eunji Lee,KOR,102,8,4.75,2.5,True,False,100.0
VGVhY2hlci0yMzU2NDE2,Eunji Lee,KOR,305,1,1.0,3.0,False,False,
VGVhY2hlci0yMzU2NDE2,Eunji Lee,KOR,203,1,5.0,4.0,True,False,100.0
VGVhY2hlci0zMzM4Mzg=,Louis Perez,LTAM,52,2,4.0,5.0,True,False,100.0
VGVhY2hlci0zMzM4Mzg=,Louis Perez,HIST,532,14,4.286,4.429,True,False,100.0
VGVhY2hlci0zMzM4Mzg=,Louis Perez,LTAM,89,2,4.5,3.5,True,False,100.0
VGVhY2hlci0zMzM4Mzg=,Louis Perez,HIST,143,2,2.5,4.5,True,False,0.0
VGVhY2hlci0zMzM4Mzg=,Louis Perez,HIST,326,1,5.0,4.0,True,False,
VGVhY2hlci0zMzM4Mzg=,Louis Perez,,,1,4.0,5.0,False,False,
VGVhY2hlci0zMzM4Mzg=,Louis Perez,HST,176,1,5.0,4.0,False,False,
VGVhY2hlci0zMzM4Mzg=,Louis Perez,HIST,176,3,3.333,5.0,False,False,
VGVhY2hlci0zMzM4Mzg=,Louis Perez,,,2,3.0,4.0,False,False,
VGVhY2hlci0zMzM4Mzg=,Louis Perez,,,1,1.0,5.0,False,False,
VGVhY2hlci0yMzc0NzMy,Kristin Wilson,BUSI,404,25,2.8,4.08,True,False,64.29
VGVhY2hlci0yMzc0NzMy,Kristin Wilson,BUSI,412,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yOTIyMTg4,Andrew Tran,ENGL,105,21,5.0,1.19,True,False,100.0
VGVhY2hlci0yNDA0MTYy,Abbie Smith-Ryan,EXSS,360,12,3.0,3.333,True,False,83.33
VGVhY2hlci0yNDA0MTYy,Abbie Smith-Ryan,EXSS,376,2,3.5,4.0,False,False,100.0
VGVhY2hlci0yNDgzNDI5,Andy Bechtel,MEJO,557,4,4.75,2.0,True,False,100.0
VGVhY2hlci0yNDgzNDI5,Andy Bechtel,MEJO,153,5,4.8,2.6,True,False,100.0
VGVhY2hlci0yNDgzNDI5,Andy Bechtel,MEJO,157,4,5.0,2.25,True,False,100.0
VGVhY2hlci0yNjQ1MDUx,Greg Bocchino,SPHG,101,6,5.0,1.167,True,False,100.0
VGVhY2hlci0yNjQ1MDUx,Greg Bocchino,SPHG,190,6,4.667,1.167,True,False,100.0
VGVhY2hlci0yNjQ1MDUx,Greg Bocchino,SPGH,101,1,5.0,2.0,True,False,100.0
VGVhY2hlci0yNzg3MjQ2,Joseph Lavond,STOR,155,10,3.7,3.3,False,False,100.0
VGVhY2hlci0yODYyMzMz,Michael Norwood,HNRS,101,7,5.0,1.0,True,False,100.0
VGVhY2hlci0yODYyMzMz,Michael Norwood,HNRS,201,2,5.0,1.0,True,False,100.0
VGVhY2hlci0zMDY3NjQ1,Rachel Rackham,Engl,105,6,3.5,2.5,True,False,100.0
VGVhY2hlci0zMDg3OTg1,Maggie Miller,ENGL-,105,5,5.0,1.8,True,False,100.0
VGVhY2hlci0zMDkzMDQx,Carlina Duan,ENGL,131,3,5.0,1.333,True,False,100.0
VGVhY2hlci0zMTExMzMy,Robert Bowman,COMM,330,2,5.0,2.0,True,False,100.0
VGVhY2hlci0zMTI4MzI2,Laura Moore,,,1,3.0,3.0,True,False,
VGVhY2hlci0zMDkzNTMw,Brad Barlow,ASTR,501,1,5.0,3.0,False,False,100.0
VGVhY2hlci0zMTQ0MTY5,Mike Venutolo-Mantovani,MEJO,252,1,1.0,3.0,True,False,
VGVhY2hlci0xOTM3MTI1,A. Maddox,BIOL,240,68,1.294,4.618,True,False,100.0
VGVhY2hlci0xOTM3MTI1,A. Maddox,BIOL,448,1,5.0,3.0,True,False,100.0
VGVhY2hlci0xOTM3MTI1,A. Maddox,BIOL,205,1,2.0,3.0,False,False,
VGVhY2hlci0yNjIyNzQz,Aleksandr Zhukhovitskiy,CHEM,420,2,5.0,3.5,False,False,100.0
VGVhY2hlci0yNjIyNzQz,Aleksandr Zhukhovitskiy,CHEM,102,8,3.25,3.75,True,False,100.0
VGVhY2hlci0yNjIyNzQz,Aleksandr Zhukhovitskiy,CHEM,101,21,2.19,4.476,True,False,100.0
VGVhY2hlci0yNTI0NTk4,Michael Acosta,COMM,330,14,5.0,1.714,True,False,100.0
VGVhY2hlci0yNTI0NTk4,Michael Acosta,COMM,390,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yNTI0NTk4,Michael Acosta,COMM,337,4,5.0,1.5,True,False,100.0
VGVhY2hlci0yNDk0NDEy,Tanja Snively,BUSI,407,18,4.611,3.278,True,False,94.44
VGVhY2hlci0yMzE0NzIw,Markus Kohl,PHIL,220,2,4.5,3.5,True,False,100.0
VGVhY2hlci0yMzE0NzIw,Markus Kohl,PHIL,220,4,3.75,4.25,True,False,75.0
VGVhY2hlci0yMzE0NzIw,Markus Kohl,PHIL,224,6,4.167,3.5,True,False,66.67
VGVhY2hlci0yMzE0NzIw,Markus Kohl,PHIL,224,4,5.0,3.5,True,False,100.0
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,388,3,4.667,2.333,True,False,100.0
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,370,3,3.0,3.667,True,False,66.67
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,262,2,2.0,4.0,True,False,0.0
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,365,1,4.0,3.0,False,True,100.0
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,389,1,5.0,2.0,True,False,100.0
VGVhY2hlci0yMDU5MTQ3,Hassan Melehy,FREN,260,1,5.0,2.0,True,False,100.0
VGVhY2hlci0yNjQ0Nzc5,Terrence Furey,BIOL,525,7,5.0,3.0,True,False,100.0
VGVhY2hlci0yOTExMDk2,Melanie Goss,IDST,101,7,5.0,1.0,True,False,100.0
VGVhY2hlci0yNzM3MTQw,Marlon Londono,HIST,248,1,4.0,3.0,False,False,
VGVhY2hlci0yNzM3MTQw,Marlon Londono,HIST,266,5,4.6,4.2,True,False,100.0
VGVhY2hlci0zMDYwMTY2,Gabby Rios,IDST,101,6,5.0,1.667,True,False,100.0
VGVhY2hlci0zMDk3NzQ2,Matthew Donahue,DRAM,135,2,5.0,1.0,True,False,100.0
VGVhY2hlci0yODEwMzQy,Nels Popp,EXSS,221,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yODEwMzQy,Nels Popp,EXSS,424,1,5.0,3.0,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,427,5,5.0,2.2,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,412,16,5.0,2.438,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,702,1,5.0,3.0,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,058,8,5.0,2.0,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,58,7,4.714,2.143,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,711,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCIOLOGY,58,2,5.0,2.0,True,False,100.0
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,,,1,1.0,3.0,False,False,
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,64,1,5.0,2.0,False,False,
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOCI,112,3,5.0,1.667,False,False,
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,,,1,5.0,1.0,False,False,
VGVhY2hlci0zNzk1OTQ=,Ted Mouw,SOC,112,1,5.0,1.0,False,False,
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,272,8,3.625,3.5,True,False,57.14
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,360,10,3.9,3.6,True,False,60.0
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ART,274,3,2.0,4.0,True,False,
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,51,4,3.25,3.5,True,False,33.33
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,274,7,4.0,3.0,True,False,100.0
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,269,1,1.0,3.0,True,False,
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,384,1,2.0,3.0,True,False,
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,HIST,366,1,2.0,3.0,False,False,
VGVhY2hlci0xNzEzNDk4,Christoph Brachmann,ARTH,365,1,4.0,3.0,True,False,
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENGL,130,13,4.692,1.692,True,False,92.31
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENGL,693,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENGL,105,11,4.909,1.727,True,False,100.0
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENG,105,2,5.0,1.5,True,False,100.0
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENGL,206,2,5.0,2.5,True,False,100.0
VGVhY2hlci0yMzEzMTQ1,Adam Price,ENGL,406,1,5.0,3.0,True,False,100.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,101,9,3.0,2.667,True,False,80.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,225,11,3.636,3.364,True,False,77.78
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,371,1,5.0,4.0,False,False,100.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,256,1,2.0,2.0,False,True,0.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,89,1,5.0,4.0,True,False,100.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,ENGL,125,1,5.0,2.0,True,False,100.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,ENGLISH,105,1,2.0,4.0,True,False,0.0
VGVhY2hlci0xNjY5NzY3,Michelle Robinson,AMST,201,1,4.0,3.0,False,False,
VGVhY2hlci0yNjUxNzQz,Richard Goldberg,APPL,101,11,3.091,3.091,True,False,100.0
VGVhY2hlci0yNjUxNzQz,Richard Goldberg,APPL,110,12,2.75,2.333,True,False,100.0
VGVhY2hlci04NTM0NTQ=,Guang Guo,SOCI,111,15,2.8,2.6,True,False,46.15
VGVhY2hlci04NTM0NTQ=,Guang Guo,SOCI,277,4,2.75,2.5,True,False,66.67
VGVhY2hlci04NTM0NTQ=,Guang Guo,SOCI,11,2,3.0,1.5,True,False,100.0
VGVhY2hlci04NTM0NTQ=,Guang Guo,SOCI,69,2,1.0,5.0,True,False,0.0
VGVhY2hlci0yMTYxODM0,Debashis Aikat,MEJO,141,4,5.0,1.25,True,False,100.0
VGVhY2hlci0yMTYxODM0,Debashis Aikat,MEJO,101,12,4.0,1.583,True,False,75.0
VGVhY2hlci0yNzM5NTkz,Dane Huffman,MEJO,153,10,4.9,2.4,True,False,100.0
VGVhY2hlci0yNzM5NTkz,Dane Huffman,MEJO,550,2,5.0,3.0,False,False,100.0
VGVhY2hlci0zMDc3OTE4,Holly Thompson,ENGL,105,11,4.818,2.091,True,False,100.0
VGVhY2hlci0yMzg2ODQx,Richard Smith,STOR,557,2,3.5,4.0,False,False,100.0
VGVhY2hlci0yMzg2ODQx,Richard Smith,STOR,151,6,4.167,2.333,True,False,100.0
VGVhY2hlci0yMzg2ODQx,Richard Smith,STOR,455,1,5.0,3.0,False,True,100.0
VGVhY2hlci0zMDk1NjA0,Ben Bridges,FOLK,334,2,5.0,2.0,True,False,100.0
VGVhY2hlci0zMDk1NjA0,Ben Bridges,AMST,277,2,5.0,1.5,True,False,100.0
VGVhY2hlci0zMDgyNTE2,Vanessa Sanders Taboada,,,3,5.0,1.0,True,False,100.0
VGVhY2hlci0zMTQ1MDM3,Steve  Henry-Liu,ENGL-,105,1,5.0,1.0,True,False,100.0
VGVhY2hlci0zMTM0ODM4,Julie Levitan,PSYC,242,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zMTMyNDU1,Faith Rush,ENGL,105,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zMDk5NTk0,Patrick Casey,SOC-,124,1,5.0,3.0,False,False,100.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,236,33,3.545,3.273,True,False,84.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,278,12,2.75,3.667,True,False,100.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,070,2,3.5,3.0,True,False,100.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,237,3,2.333,3.667,True,False,0.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,70,13,2.846,3.538,True,False,40.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,235,1,5.0,4.0,True,False,100.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,566,7,4.286,4.0,True,False,100.0
VGVhY2hlci04NTIwNzM=,John Sweet,HIST,006,1,2.0,3.0,False,False,
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENGL,105,13,5.0,1.846,True,False,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENG,105,8,5.0,1.75,True,False,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENGL,148,6,5.0,1.667,True,False,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,,,4,4.75,1.5,True,False,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENGL,105,12,5.0,1.667,True,False,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENGL,120,1,4.0,3.0,True,True,100.0
VGVhY2hlci0yMzEyMjE2,Erik Maloney,ENGL,125,1,5.0,1.0,True,False,100.0
VGVhY2hlci01NTA4OTY=,Charlene Regester,AAAD,250,14,3.0,4.286,True,False,30.0
VGVhY2hlci01NTA4OTY=,Charlene Regester,AAAD,130,12,3.333,4.0,True,False,57.14
VGVhY2hlci01NTA4OTY=,Charlene Regester,AAAD,51,10,3.5,3.8,True,False,66.67
VGVhY2hlci01NTA4OTY=,Charlene Regester,AFAM,276,2,4.5,3.0,False,False,
VGVhY2hlci01NTA4OTY=,Charlene Regester,AFAM,40,3,3.667,3.0,False,False,
VGVhY2hlci01NTA4OTY=,Charlene Regester,AFAM,76,1,5.0,3.0,False,False,
VGVhY2hlci01NTA4OTY=,Charlene Regester,,,1,5.0,4.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENG,066,10,4.6,2.3,True,False,100.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,437,3,2.667,4.333,True,False,33.33
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,66,9,4.333,2.556,True,False,66.67
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,121,2,3.5,3.5,True,False,100.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,337,2,2.5,4.0,True,False,0.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,066,1,3.0,2.0,True,False,100.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENG,89,1,4.0,2.0,True,False,100.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,89,2,5.0,2.5,True,False,100.0
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENG,637,1,3.0,5.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGK,437,1,4.0,5.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENG,172,1,4.0,2.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,,,1,5.0,4.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENG,072,1,2.0,4.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,,,1,3.0,5.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,72,1,4.0,5.0,False,False,
VGVhY2hlci01ODk0NTU=,Joe Viscomi,ENGL,072,1,5.0,4.0,False,False,
VGVhY2hlci0yNzg1NjIx,Jim Pryor,phil,89,6,1.833,3.333,True,False,100.0
VGVhY2hlci0yNzg1NjIx,Jim Pryor,,,16,2.25,3.562,True,False,100.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AAAD,491,2,2.0,3.5,True,False,0.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AAAD,258,4,2.75,4.5,True,False,50.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,395,2,1.5,4.5,True,False,0.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AAAD,130,7,2.571,3.857,True,False,0.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AAAD,450,1,3.0,4.0,True,False,0.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AAAD,395,1,2.0,3.0,True,False,0.0
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,102,1,5.0,2.0,False,False,
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,140,1,4.0,3.0,False,False,
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,267,1,1.0,5.0,False,False,
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,101,1,4.0,4.0,False,False,
VGVhY2hlci02Mjc5NTE=,Kenneth Janken,AFAM,41,1,1.0,2.0,False,False,
VGVhY2hlci0yOTAyNzkw,Jacob Folks,,,14,1.857,4.143,True,False,100.0
VGVhY2hlci0yOTAyNzkw,Jacob Folks,MATH,232,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yOTAyNzkw,Jacob Folks,MATH,381,3,4.0,4.333,False,False,100.0
VGVhY2hlci0yMzYyMDc2,Marshele Carter,MEJO,332,13,4.846,2.846,True,False,100.0
VGVhY2hlci0yMzYyMDc2,Marshele Carter,MEJO,490,4,5.0,2.25,True,False,100.0
VGVhY2hlci0yMjc0ODM4,Sandra Evarrs,EDUC,401,7,4.857,1.857,True,False,100.0
VGVhY2hlci0yMjc0ODM4,Sandra Evarrs,EDUC,532,3,4.667,2.0,True,False,100.0
VGVhY2hlci0yODUyNDI4,Carson Watlington,ENGL-,105,10,4.2,3.1,True,False,100.0
VGVhY2hlci0zMDIwNjc0,Julie Terebkov,COMM-,348,2,5.0,2.0,True,False,100.0
VGVhY2hlci0zMDIwNjc0,Julie Terebkov,COMM-,170,2,5.0,2.0,True,True,100.0
VGVhY2hlci0zMDIwNjc0,Julie Terebkov,COMM,170,1,4.0,1.0,True,True,100.0
VGVhY2hlci0yOTQzMDMx,Cody Love,HIST,128,5,4.4,2.8,True,False,100.0
VGVhY2hlci0yODc2NTY4,Aubrey Lewis,FREN,105,5,3.6,2.8,True,False,100.0
VGVhY2hlci0zMDA2NTQ2,Tyler Pratt,POLI,252,3,5.0,3.0,True,False,100.0
VGVhY2hlci0zMDA2NTQ2,Tyler Pratt,POLI,487,1,5.0,2.0,True,False,100.0
VGVhY2hlci0yODE4NTQy,Vincent Toups,BIOS,512,2,1.5,3.0,True,False,
VGVhY2hlci0yODE4NTQy,Vincent Toups,BIOS,611,1,3.0,5.0,False,False,
VGVhY2hlci0zMDkzNDUx,Madison Hill,MEJO,121,2,4.0,1.5,True,False,100.0
VGVhY2hlci0zMDkzNDUx,Madison Hill,ARTS,106,1,4.0,2.0,True,False,
VGVhY2hlci0zMTMwNjA3,Hsun-ta Hsu,DATA,120,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zMTMwNjA3,Hsun-ta Hsu,Data,120,2,5.0,3.0,True,False,100.0
VGVhY2hlci0yOTMxMTY4,Colin McLaughlin,idst,101,3,1.333,3.667,True,False,
VGVhY2hlci0yOTEwMTg4,Carlos Rueda-Canon,POLI,215,1,5.0,2.0,False,False,100.0
VGVhY2hlci0yOTEwMTg4,Carlos Rueda-Canon,POLI,209,2,5.0,2.5,True,False,100.0
VGVhY2hlci0yOTYzNTM4,Abhinav Gupta,BUSI-,584,2,5.0,2.5,True,False,100.0
VGVhY2hlci0zMTI5MDU1,Mcallister Draper,English,105,2,5.0,2.0,True,False,100.0
VGVhY2hlci0yODE0NjA3,Gregory Russell,PUBA,401,2,5.0,3.0,True,False,100.0
VGVhY2hlci0yMDg5MTEx,Yong Cai,SOCI,121,15,3.467,2.2,True,False,53.85
VGVhY2hlci0yMDg5MTEx,Yong Cai,SOCI,252,13,2.385,3.0,True,False,55.56
VGVhY2hlci0yMDg5MTEx,Yong Cai,SOCI,250,1,2.0,3.0,False,False,
VGVhY2hlci0yNTY1Mjc1,Tania Jenkins,SOCI,412,7,3.571,3.286,True,False,100.0
VGVhY2hlci0yNTY1Mjc1,Tania Jenkins,SOCI,131,11,3.818,2.909,True,False,87.5
VGVhY2hlci0zMDY2ODcy,Manoj Chari,BUSI,410,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zMTI4NDk0,Danny Wu,INLS,382,1,5.0,2.0,True,False,100.0
VGVhY2hlci0zMDUyODM0,Todd Jensen,,,9,5.0,2.111,True,False,100.0
VGVhY2hlci0yODU4MTA4,Dalal Safa,PSYC-,490,5,4.6,1.2,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,CLAR,115,2,3.5,2.0,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,CLAR,242,32,3.531,4.156,True,False,53.33
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,IDST,123,9,3.556,2.889,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,CLAR,482,1,5.0,3.0,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,IDST-,190,19,2.421,4.0,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,ARTH,242,2,3.0,4.5,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,clar,120,15,3.533,4.333,True,False,100.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,ARTH,268,4,1.5,4.75,True,False,0.0
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,CLAR,247,13,4.0,4.231,True,False,61.54
VGVhY2hlci0yMjQ0NTgw,Jennifer Gates-Foster,CLAR,51,2,4.5,4.0,True,False,100.0
VGVhY2hlci0yMjM3MTI4,Emma Monroy,FREN,203,3,4.333,3.333,True,False,100.0
VGVhY2hlci0yMjM3MTI4,Emma Monroy,FREN,300,2,5.0,3.5,True,False,100.0
VGVhY2hlci0yMjM3MTI4,Emma Monroy,FREN,105,4,4.0,3.25,True,False,75.0
VGVhY2hlci04MDI3NjU=,Conghe Song,GEOG,237,4,3.5,3.0,True,False,100.0
VGVhY2hlci04MDI3NjU=,Conghe Song,GEOG,577,2,5.0,3.5,True,False,100.0
VGVhY2hlci04MDI3NjU=,Conghe Song,GEOG,370,2,3.0,3.5,True,False,100.0
VGVhY2hlci04MDI3NjU=,Conghe Song,GEOG,410,5,3.6,3.2,True,False,66.67
VGVhY2hlci04MDI3NjU=,Conghe Song,GEOG,110,3,2.667,1.667,False,False,
VGVhY2hlci0yOTY1MzMw,Pamela Bond,DRAM,80,11,4.909,1.0,True,False,100.0
VGVhY2hlci0yOTY1MzMw,Pamela Bond,Dram,467,1,3.0,1.0,False,False,
